height, code, distance, val, role, tonnes
43,P*WX[6]NMP, 39.122,Hot,Developer,8568
45,F*NA[2]WJL, 12.228,Hot,Storeman,9761
47,U*II[4]GZL, 97.216,Cold,Cleaner,10156
53,F*FB[7]WBU, 15.802,Cold,Developer,10835
40,N*HX[7]XKP, 63.563,Cold,Programmer,8758
47,V*JO[0]IRB, 71.391,Hot,Director,8272
42,U*VV[2]XXW,103.169,Hot,Leader,3654
36,V*VI[9]HKG, 12.463,Cold,Cleaner,10989
17,K*7Z[1]KSB,118.362,Cold,Cleaner,11444
50,A*AO[2]MHT, 55.529,Cold,Manager,5079
49,G*KI[2]VTQ,103.567,Cold,Secretary,2123
43,L*DTu6]ZFN, 47.845,Cold,Programmer,1223
25,W*YV[2]SZT, 39.159,Cold,Programmer,8886
41,E*FM7]HRT, 73.374,Cold,Tester,2044
19,P*RU[8]WCO, 86.257,Cold,Director,9689
54,S*UL[3]JOG,  6.711,Hot,Developer,2259
50,M*EY[8]EFG, 12.483,Cold,Director,11880
47,M*GY[8]HBH, 94.207,Cold,Tester,9415
52,I*EP[6]RDP, 88.262,Cold,Tester,9309
35,T*WE0]YRR, 84.859,Cold,Plumber,6365
45,L*KA[3]AAS, 63.738,Cold,Electrician,1513
47,Y*RW[8]VPW, 22.001,Cold,Developer,10206
14,N*KX[9]KRX, 60.406,Cold,Director,8740
41,L*EC[6]YSI, 45.677,Cold,Cleaner,9565
6,O*IA[0]VGB, 79.377,Hot,Electrician,8963
49,V*BY[0]ZHR, 32.448,Cold,Secretary,2751
42,R*HZ[3]DUK, 20.428,Cold,Co-ordinator,10882
49,X*QT[3]PFI,106.613,Hot,Tester,6479
51,C*YO[1]VCP, 60.842,Cold,Secretary,8771
19,K*TM[5]BFM, 72.752,Cold,Salesman,8944
22,U*GU[1]XTM,114.668,Cold,Manager,4192
41,V*HH[1]YVC, 41.795,Cold,Labourer,4510
54,G*DX[3]JQW,116.860,Hot,Designer,7910
33,H*UK[5]IFD, 92.476,Cold,Driver,7931
25,Z*QY[6]TOD,112.344,Cold,Co-ordinator,7895
13,C*NE[5]MNA, 29.500,Cold,PA,10012
37,R*BY[4]KIF,107.052,Hot,Tester,11165
20,F*KI[4]KBW, 57.260,Cold,Salesman,2839
40,Z*YL[5]LHM, 77.830,Cold,Leader,10089
48,T*D[4]LZJ,104.027,Hot,Cleaner,11054
40,N*XQ[6]WAU,116.562,Hot,Plumber,6483
42,C*IR[7]RYU, 66.248,Cold,Leader,4572
29,J*FV[9]KVU, 80.810,Cold,Co-ordinator,9549
18,T*YK[7]RDO, 56.788,Cold,Cleaner,8725
43,S*RY[1]RYN, 19.259,Hot,Programmer,10787
39,C*EL[4]YEW, 32.187,Cold,PA,4740
40,V*WF[3]IAO, 56.318,Hot,Secretary,841
40,P*KE[3]UDF, 85.743,Hot,Electrician,8160
34,G*CP[3]SOJ, 26.966,Cold,Labourer,1351
36,Z*BV[8]UNR, 52.753,Cold,Electrician,8740
40,O*SB[8]PYO,117.097,Cold,Tester,4589
10,N*O3[7]KBM,111.484,Hot,Programmer,823
41,H*MO[8]HZC, 75.537,Cold,Leader,9110
43,Z*MT[8]WNT, 66.930,Hot,Storeman,10125
41,J*RK[6]CAG,  8.175,Cold,Director,10509
51,O*AV[1pBXM, 42.403,Cold,Cleaner,7504
49,I*OZ[8]THI, 37.504,Cold,Cleaner,286
27,F*CS[6]XJB, 16.184,Cold,Tester,11924
42,A*IY[6]YSF,112.816,Cold,Developer,9391
28,X*LS[7]JUM, 86.367,Hot,Developer,11157
54,N*SS[2]SLG, 14.143,Hot,Tester,9661
49,J*DH[4]MVX,  5.403,Cold,Labourer,11507
41,M*AM[5]GBH, 18.889,Cold,Cleaner,3753
18,X*WQ[7]JNF, 33.193,Hot,Tester,10210
37,F*GM[4]EVS, 44.571,Hot,Salesman,9593
51,C*DK[9]TXO, 71.466,Hot,Co-ordinator,11789
44,A*XA[4]XPQ, 20.342,Hot,Tester,139
51,J*WS[0]PFN, 34.278,Cold,Leader,9982
39,W*OM[1]OMI,108.639,Hot,Plumber,9099
47,D*WR[4]XGA, 59.018,Cold,Tester,11860
17,Q*AW[5]CNL,112.239,Cold,Programmer,11667
44,M*LU[2]CUB, 79.286,Cold,Accountant,755
6,R*Z4[4]HJO,112.103,Cold,Programmer,11356
54,T*RQ[2]ZSN, 44.997,Cold,Director,11429
51,A*VC[2]OMG,119.127,Cold,Director,9880
51,A&*SZ[1]CAA, 34.614,Cold,Tester,7984
40,F*WG[0]JLK, 36.043,Hot,Labourer,8300
41,D*GX[8]KCO, 13.738,Hot,Labourer,7883
26,K*YK[9]BRR, 67.165,Hot,Tester,922
23,M*FE[8]GLS, 23.057,Cold,Co-ordinator,8809
17,S*SN[5]HKH, 52.365,Hot,Tester,7901
45,O*QB[2]EPL, 57.137,Hot,Leader,11062
53,A*PR[9]OYE, 22.054,Hot,Plumber,9345
39,D*RQ[9]XXK, 91.167,Cold,Salesman,1578
44,U*D6[7]WFD, 23.370,Hot,PA,359
48,G*FV[6]CWN,  6.830,Cold,Accountant,7093
54,G*TE[6]RCU, 49.164,Cold,Labourer,3676
20,A*RO[4k]IID, 37.291,Hot,Secretary,9984
39,W*ND[9]ADR, 57.534,Cold,Labourer,8287
39,C*PX[7]QGZ,106.167,Hot,Manager,2409
42,G*RP[6]BJK, 51.396,Hot,Secretary,2841
45,Y*WZ[6]KAP, 77.348,Hot,Co-ordinator,10465
40,N*KL[8]PJC, 32.929,Cold,Director,10786
47,Z*LX[0]QMU, 99.278,Cold,Director,8743
49,N*ML[5]DMZ, 39.989,Hot,Programmer,1885
41,L*YN[9]URE,114.980,Hot,Labourer,10988
22,V*TR[8]TSZ, 25.876,Cold,Labourer,1235
17,M*SR[8]BLO, 38.208,Cold,Designer,9496
47,W*CF[0]MLT, 51.144,Hot,Co-ordinator,9418
44,G*ZZ[0]ILY, 99.663,Hot,Plumber,10806
40,O*MM[0]YDQ, 18.031,Cold,Developer,9735
8,L*YR[3]WWR, 95.987,Cold,PA,11096
44,W*MM[0]MAJ, 44.268,Hot,Labourer,2274
43,X*OI[5]JUS, 36.040,Hot,Programmer,7861
54,T*YY[8]TCA,117.727,Cold,Labourer,7587
34,K*MN[8]XAY, 10.981,Cold,Leader,7889
33,B*OZ[8]DEW, 11.333,Cold,Co-ordinator,1803
29,R*JH[3]CPN, 55.405,Cold,Director,10978
33,Y*QL[2]WNJ,103.182,Cold,Tester,10867
12,Y*KZ[4]VCH, 63.099,Cold,PA,11858
40,L*QV[7]XRS, 30.762,Cold,Cleaner,1653
45,E*QH[1]SMT,  8.790,Cold,Co-ordinator,6512
41,Q*RY[6]IXN,116.637,Cold,Tester,1266
48,A*OT[1]GXS, 84.506,Cold,Electrician,7858
13,V*HK[9]ZUT, 84.698,Cold,Director,9450
14,Z*PB[9]QGH, 35.023,Cold,Plumber,8078
50,L*MP[5]EJF, 66.323,Cold,Salesman,603
54,T*KU[6]JFI, 31.638,Cold,Developer,11690
39,C*XB[7]LJK, 68.165,Cold,Plumber,8745
37,E*QJ[9]RTW, 83.387,Cold,Director,10842
36,P*SM[4]MSQ, 51.820,Hot,Leader,428
15,M*UQ[9]NTLM, 29.328,Cold,Tester,10043
12,Z*OL[6]RRA,113.966,Cold,Developer,2005
33,V*RX[6]SYD, 70.186,Cold,Storeman,10569
26,W*XG[3]XTG, 55.623,Cold,Driver,3559
15,B*CZ[9]AZB,102.667,Cold,Tester,11445
54,S*HO[3]BCM, 41.744,Cold,PA,11776
18,K*HO[6]FVR, 64.644,Cold,Secretary,605
15,S*AC[5]GWF, 23.382,Hot,Tester,1803
35,W*WM[4]LZ, 14.331,Cold,Programmer,11410
53,A*GC[6]YQS, 71.315,Hot,Developer,5021
13,H*I[7]JAJ, 61.633,Cold,Director,6942
42,M*WY[8]OAF,111.219,Hot,Tester,10274
43,Q*HH[7]NCX, 30.165,Hot,Tester,11816
25,J*WR[4]NQR, 54.669,Cold,Director,10396
50,N*MG[1]BAN, 86.639,Cold,Secretary,10604
50,Z*TN[6]NOU, 69.383,Hot,Accountant,7869
50,D*ET[7]OXC, 64.637,Cold,Leader,8059
42,G*TV[5]GFI, 78.586,Cold,PA,618
47,J*DU[9]BVA,112.923,Cold,Tester,8768
44,H*Y>[3]WAU, 27.359,Cold,Tester,5485
51,F*VP[3]SKE, 31.300,Hot,Labourer,9925
10,Z*TL[4]ASY,107.152,Cold,Co-ordinator,10954
40,M*LF[3]NEZ,115.945,Cold,Driver,10871
44,V*SM[1]ZCY, 37.812,Hot,PA,8511
48,O*KM[6]PCE, 74.831,Cold,Programmer,7637
30,N*GG[9]LOE, 11.536,Cold,Director,9780
51,Z*VB[8]UEK,112.140,Cold,Director,2221
49,I*YM[1]DGD, 56.273,Hot,Programmer,8273
34,N*PY[9]EGY, 18.324,Cold,Plumber,8460
42,Y*KQ[9]CKY, 91.739,Cold,Programmer,11024
50,H*QU[8]DMJ, 48.272,Cold,Tester,8658
24,U*EC[5]TOM, 72.093,Cold,Developer,1230
39,I*HH[7]PCA,103.588,Cold,Tester,10889
10,T*SI[8]WBI, 90.189,Cold,Secretary,2597
49,K*SZ[1]EJS, 43.872,Hot,Tester,8115
34,P*YI[8]UYB, 78.773,Cold,Electrician,4084
42,L*ZA[1]BRX, 46.088,Hot,Tester,11186
48,L*DT[7]ATZ, 58.405,Cold,Cleaner,8222
42,W*LV[0]HGV, 62.127,Hot,Secretary,1668
53,H*BU[3]GQU, 59.651,Cold,PA,8719
42,G*HT[7]NXN, 97.615,Hot,Programmer,8198
21,P*AA[1]HAK, 23.907,Cold,Manager,4228
53,N*DG[5]EKY, 47.768,Cold,Cleaner,7127
27,J*HR[4]KLP,111.852,Cold,Programmer,11584
23,B*BV[7]PST,112.928,Cold,Storeman,11436
46,E*FP[4]]RR, 35.910,Hot,Labourer,4707
46,B*]AO[0]ILH,119.566,Hot,Developer,4945
51,Q*DU[5]LHF, 90.956,Hot,Director,11694
42,P*VC[2]JVY, 29.973,Cold,Labourer,3684
41,V*PE[1]RDE,102.691,Cold,Secretary,7949
41,F*GW[5]aEU, 70.607,Cold,Director,10259
50,X*EA[3]JUG, 13.143,Cold,Developer,9709
49,S*TR[8rCWQ, 43.034,Hot,Cleaner,11268
45,X*CN[8]FNQ, 91.210,Hot,Labourer,11530
18,U*JZ[3]JAI, 67.336,Cold,Secretary,8350
19,I*UF[7]TTP, 24.262,Hot,Driver,9421
42,R*FR[9]MTY,103.334,Hot,Director,9929
41,U*WO[7]KYB, 36.797,Hot,Manager,2579
39,C*UL[3]YRO, 37.954,Cold,Developer,939
37,G*MP[2]WAI, 11.638,Cold,Director,9715
8,W*GB[0]VNY, 44.043,Cold,Tester,9625
49,K*RC[1]LEI, 97.786,Cold,Leader,8110
41,I*NF[7]ZLH, 24.105,Hot,Labourer,6468
25,M*OD[0]VOS, 43.008,Cold,Developer,6100
8,M*RD[8]APL, 70.332,Hot,Cleaner,11575
6,T*EA[4]TWL, 43.513,Cold,Cleaner,2023
48,I*RO[1]BGI, 11.731,Hot,Tester,11434
46,F*MR[8]GZH,104.542,Hot,Cleaner,1109
53,C*RZ[4]UEA,104.976,Hot,PA,8477
52,Z*QW[9]UYH, 74.214,Cold,Director,8496
45,H*FA[2]IXL, 10.165,Cold,Storeman,7909
9,E*TW[7]DCS, 27.304,Hot,Plumber,8679
7,M*MB[2]IHZ, 40.446,Cold,Director,11102
40,N*AO[1]MNL, 94.520,Cold,Salesman,9512
51,Y*SI[2]PBN, 99.833,Hot,Storeman,3612
19,T*NJ[4]VQX, 49.246,Cold,Programmer,365
19,X*QU[6]HYC, 69.030,Cold,Director,4899
51,J*FZ[2]SZC,102.370,Hot,Labourer,10976
42,Q*Q{[8]DLF, 41.052,Cold,Co-ordinator,10151
41,F*BW[2]NMX, 93.571,Hot,Co-ordinator,9521
52,O*FT[7]TQC, 93.829,Cold,Programmer,8943
46,F*EZ[4]SJB, 14.451,Cold,Tester,11786
29,I*ZQ[0]QUB, 78.603,Cold,Developer,10291
48,X*FG[1]VSD, 35.435,Cold,PA,11457
14,Q*NL[5]AMC, 61.806,Cold,Co-ordinator,6272
45,T*YB[1]TDS, 52.159,Cold,PA,5372
14,T*NX[7]BCH, 30.407,Cold,Secretary,11831
11,J*HK[4]HIV, 47.250,Hot,Secretary,8973
13,R*HX[0]]GT, 42.009,Cold,Designer,1759
47,A*RF[7]FQS, 62.743,Cold,PA,9989
45,E*WE[9]Q!YY, 25.713,Hot,Electrician,10185
44,U*LN[6]PQI,  6.936,Cold,Secretary,11343
54,B*LK[3]JLR, 27.821,Hot,Director,7899
40,A*R*[4]TAM, 11.956,Hot,Co-ordinator,8250
45,Z*YG[7]IYN,117.786,Cold,Labourer,9167
46,W*PH[8]FNR, 26.965,Hot,PA,10867
53,U*SN[4]WSS, 44.020,Cold,Developer,11833
42,I*OqL[4]IFK, 50.927,Cold,Salesman,10900
45,J*DP[2]LSC, 85.611,Cold,Director,6
27,W*UV[3]STH,  8.935,Cold,PA,9273
46,B*PN[5]PKT, 58.980,Cold,Director,11088
48,I*Aj[2]OGN,118.847,Cold,Tester,1086
37,T*UR[7]ILH,103.344,Cold,Plumber,9290
31,O*JQ[9]YBX,  5.303,Hot,Director,7737
33,E*JM[3]GAF, 75.966,Cold,PA,1160
38,O*QT[7]KRV,  5.319,Cold,Director,11461
54,O*AM[5]MBT, 93.213,Cold,Co-ordinator,3857
43,X*GM[7]EMH, 30.896,Hot,Leader,9587
22,I*GA[1]ZZK, 25.689,Cold,Co-ordinator,6310
37,R*KL[7]XTR, 22.024,Cold,PA,3241
13,F*JU[8]RFH, 80.472,Hot,Tester,8885
28,F*FV[9]ULR, 87.257,Cold,Developer,9817
34,T*SL[6]SMZ, 35.226,Cold,Secretary,8143
49,J*KP[4]QDJ,103.100,Cold,Developer,10213
51,H*XG[5]RMV, 26.341,Hot,Co-ordinator,11369
41,B*QY[6]WBB, 64.671,Cold,Director,9492
53,E*PXn4]LPT, 95.978,Cold,Leader,8759
13,I*MW[4]CBP, 21.096,Hot,Secretary,556
42,S*XL[9]HBJ, 79.220,Cold,Accountant,6981
28,W*GN[9]IFY, 27.202,Hot,Developer,10936
45,N*VM[3]YZP, 49.428,Cold,Developer,9685
44,L*MW[4]GCV, 80.139,Cold,Tester,11999
48,K*AX[3]HUB, 63.662,Hot,Labourer,11382
25,B*NP[7]NNB, 76.870,Hot,Director,2941
26,F*AQ[6]AVG, 84.250,Cold,PA,7822
35,V*MG[7]BKU,  5.123,Cold,Secretary,1722
53,S*dE[4]AVH, 73.438,Hot,Programmer,11165
42,C*SW[1]UKL, 51.697,Hot,Salesman,435
48,D*KB[5]KZR, 65.220,Cold,Plumber,2508
44,E*AT[1]JLK,114.581,Hot,Tester,2722
29,H*EH[3]EUH, 81.496,Cold,Co-ordinator,9243
52,A*JK[6]QZZ, 20.452,Cold,Salesman,9699
47,R*FV[8]QTY, 64.533,Hot,Accountant,9784
40,H*IJ[6]AQM,119.546,Hot,Director,11834
50,Z*TV[5]GZX, 95.822,Hot,Driver,10344
45,J*EE[8]QRU, 27.782,Cold,Plumber,8490
10,N*YM[9]MQK, 58.738,Cold,Electrician,9390
42,JrTH[9]EKO,  6.232,Cold,Electrician,10684
52,I*SC[6]UJR, 76.505,Hot,Plumber,7837
8,O*LV[6]BIF, 78.895,Hot,Tester,10420
47,J*TF[3]BCU, 45.748,Cold,Programmer,3750
47,U*YA[0]TJW,  6.578,Hot,Driver,3668
46,W*QY[2]QEB,110.075,Hot,Secretary,6798
53,A*FP[5]OZM,100.765,Hot,Cleaner,7129
53,U*MA[8]JPL, 39.771,Hot,Director,11229
47,S*TA[1]SIO,102.540,Hot,PA,6498
50,P*GJ[3]FZF, 55.901,Hot,Storeman,562
45,I*TQ[4]JVS, 56.744,Cold,Developer,5787
45,R*LC[4]ZJV, 81.777,Hot,Developer,2453
46,G*WG[8]UBX, 55.689,Cold,Tester,10608
52,A*TD[2]WWJ, 20.235,Hot,Salesman,8051
43,I*ED[8]MBC, 17.630,Cold,Developer,5474
20,W*WX[6]PZK,104.731,Cold,Secretary,9744
43,Q*JU[1]TRH, 24.201,Hot,Labourer,11366
34,C*KZ[1]HPV, 31.222,Hot,Secretary,2417
45,J*OG[8]CAJ, 77.904,Hot,Secretary,2074
54,A*PJ[0]IDU, 80.129,Hot,Co-ordinator,8883
46,G*CI[4]DBN, 52.218,Cold,Tester,8808
40,K*KV[6]KUR, 13.219,Hot,Manager,4727
52,E*OO[5]SWB, 38.201,Hot,Cleaner,8746
54,X*ZM[5]ZDY, 52.212,Cold,Manager,11549
45,Q*MM[1]VSI, 73.509,Hot,Developer,11513
43,X*UR[5]ALS, 44.416,Cold,Electrician,8794
46,I*RM[S]BND, 94.584,Cold,Driver,4636
50,T*MI[5]SRE, 43.685,Cold,Labourer,11700
48,F*HA[6]WPG, 79.463,Hot,Labourer,11707
39,J*DQ[0]RTB,104.186,Hot,Director,8142
40,J*TO[0]GOK, 31.805,Cold,Storeman,4781
54,R*UR[5]YUX, 73.997,Cold,Programmer,2721
45,Z*VQ[0]UWB, 29.705,Cold,Leader,8926
41,T*GF[4]MMH,117.670,Hot,Plumber,9090
45,O*DOy5]QXL, 43.656,Cold,Labourer,6525
41,S*LZ[0]OKA,112.988,Cold,Plumber,9411
42,Z*YW[7]ABQ, 26.786,Hot,Electrician,83
8,*DN[8]CFM,102.056,Cold,Plumber,367
39,R*KT[1]MOH,104.676,Cold,Leader,10929
28,X*JJ[5]CRW, 86.946,Cold,Storeman,11888
19,N*OE[3]UAT, 93.719,Hot,Tester,11772
53,F*FJ[0]QQO, 29.606,Hot,Storeman,8064
47,M*PX[2]OUA, 14.060,Cold,Plumber,10582
42,X*AP[3]PGAR, 25.064,Hot,Programmer,1716
40,D*KF[9]BIZ,112.686,Cold,PA,661
8,E*BX[4]YXM, 53.423,Cold,Developer,10242
41,I*SKI[0]EBF, 88.951,Hot,Developer,9405
41,Z*BJ[8]QWC, 26.555,Hot,Leader,11090
6,B*SF[5]QUX, 44.526,Hot,Labourer,3010
53,H*LL[3]RFB, 88.098,Hot,Storeman,10051
40,Q*JF[4]JTM, 74.587,Hot,Driver,8086
48,M*SV[0]RPK, 23.027,Hot,Accountant,174
52,K*PT[7]KTL, 40.123,Cold,Manager,10505
49,N*QD[2]OSQ, 50.708,Hot,Cleaner,2369
53,U*YK[5]KEE, 26.833,Cold,Electrician,1660
44,L*YH[8]QYX, 19.633,Hot,Programmer,10965
11,Z*MU[6]YXW, 21.608,Cold,Salesman,9329
39,D*EX[9]HJF, 58.823,Cold,Manager,9199
46,Q*QP[1]LLZ, 10.020,Hot,Developer,246
30,O*BY[7]MKV, 54.154,Cold,Cleaner,6715
50,G*BM[7]JJS, 58.482,Cold,Tester,11201
21,R*J0E[6]CIL, 17.452,Cold,Plumber,11428
40,Q*DI[2]RIW, 83.677,Hot,Tester,9786
39,Z*EK[0]MEM,110.631,Cold,Labourer,1044
16,HAI[0]QZS, 33.830,Cold,Electrician,11153
51,E*VN[0]QSXR, 30.904,Cold,Director,176
50,G*ON[0]NBC, 79.672,Cold,Director,11384
39,R*FZ[4]QGE, 79.908,Cold,Storeman,608
52,I*FI[1]WZB, 66.664,Hot,Tester,11859
30,L*QI[8]VJV,103.063,Cold,PA,10622
42,Y*AK[7]MXS, 38.995,Cold,Director,3714
40,K*YS[7]HWB, 98.094,Cold,Tester,10634
40,Z*TO[7]WWG, 94.655,Cold,Salesman,7252
48,I*BD[5]DGM, 46.544,Cold,Tester,10105
41,R*SR[5]NBJ, 42.144,Cold,Manager,9862
25,F*AE[2]GXN, 54.648,Cold,Secretary,887
43,L*HA[]AMG, 99.956,Cold,Cleaner,3666
44,D*UQ[9]BTE, 11.636,Cold,Cleaner,6309
44,R*=P[8]RMR, 51.582,Cold,Leader,8735
43,T*OD[5]1DG, 22.165,Cold,Labourer,9705
38,Q*HU[1]FKQ, 18.049,Hot,PA,825
52,5*QQ[8]ZNS, 15.132,Hot,Salesman,8777
21,M*CQ[0]XFL, 75.014,Cold,Plumber,8724
48,TNWA[5]RQJ, 38.119,Hot,Co-ordinator,11502
48,W*WN[2]LDE, 12.773,Cold,Labourer,9387
40,Q*MF[3]VRD, 18.915,Cold,Programmer,5842
40,Z*QB[7]FNA, 59.085,Cold,Developer,2115
51,L*KL[3OFTJ, 70.148,Hot,Tester,2465
11,E*DX[0]CPT,118.271,Cold,Tester,9095
34,U*CK[8]WGS, 35.383,Hot,Director,8289
43,FyBQ[0]ZLB, 97.276,Hot,Secretary,10467
49,C*MV[7]CMZ, 19.068,Hot,Plumber,8362
40,H*DZ[2]QSO, 70.783,Hot,Cleaner,688
48,Q*UQ[9]FKO,110.863,Cold,Cleaner,6764
54,S*OP[6]YNF, 11.477,Cold,Plumber,8739
54,F*WS[5]XDT, 88.844,Cold,Programmer,4181
54,L*SN[8]DTS,118.201,Hot,Director,9198
39,M*HI[1]KVT,112.083,Hot,Co-ordinator,8024
30,Y*SZ[9]CSO, 45.272,Cold,Labourer,2271
41,D*MU[B]LWE, 26.844,Cold,Labourer,11834
44,C*AJ[2]TIB,117.646,Cold,Director,5907
41,J*MZ[8]DIN, 36.341,Hot,Co-ordinator,9493
39,C*ZQ[9]YBP, 96.143,Cold,Co-ordinator,4595
35,L*PH[0]IGZ, 82.463,Hot,Cleaner,11785
6,K*PD[3]dYX, 49.287,Cold,Plumber,7280
41,M*OS[4]TQS, 51.822,Cold,Plumber,4602
53,R*VU[6]YXN,  6.869,Cold,Director,10787
53,T*QB[8]DIQ, 72.427,Cold,Director,11912
8,U*GJ[5]NWY, 77.278,Cold,Director,11052
39,C*TG[7]TYO, 27.969,Hot,PA,10249
7,N*HN[2]QDX, 51.948,Cold,Director,11538
16,M*IL[6]MEV,105.030,Cold,Director,858
9,Z*DH[7]JXL,113.069,Cold,Leader,8783
32,Y*BB[0]EDV, 59.971,Cold,Developer,9212
50,H*SH[4]IJR,108.775,Cold,Electrician,11706
9,J*IG[3]MFQ, 37.505,Cold,Accountant,7023
54,P*IX[7]FBA,110.644,Hot,Tester,10966
30,Z*CW[5]WXJ,120.333,Cold,Cleaner,11208
29,W*ZP[9]XGH,  5.755,Cold,Director,202
50,J*OW[2]FSH, 86.951,Hot,Salesman,11004
20,X*SW[7]VSU, 27.687,Cold,Accountant,10054
51,E*PF[8]IXY, 16.160,Hot,Plumber,8646
41,S*XS[6]LMR, 49.081,Cold,Labourer,4381
28,A*XB[3]LQ, 55.027,Hot,Cleaner,2785
46,G*ZM[3]LTB, 40.247,Hot,Storeman,10681
43,N*ZR[1]MYS, 30.827,Hot,Tester,11037
44,D*GP[5]WCD, 22.516,Hot,Labourer,5027
13,M*PF[6]ZVA, 49.693,Cold,Labourer,4335
50,C*ZX[3]LQG, 40.153,Hot,Leader,3006
49,J*XZ[1]PKN, 70.290,Hot,Director,11238
49,T*LM[2]LXA,109.516,Hot,Driver,2297
39,Y*AF[9]0QB, 21.871,Cold,Labourer,10026
39,M*MT[2]QQM, 32.625,Hot,Salesman,11344
42,A*JS[7]NHT, 92.299,Hot,Cleaner,9675
46,I*WD[8]VCG, 51.439,Cold,Secretary,2243
34,J*RQ[8v]QCP, 65.734,Cold,Programmer,11389
47,O*BG[7]BEO,102.514,Hot,Cleaner,6006
44,A*RI[3]KHC, 53.305,Hot,Secretary,5935
54,P*YE[3]IBI, 72.080,Cold,Plumber,10828
46,S*SM[1]EWV,101.783,Cold,Salesman,539
48,Z*FI[9]RQW, 83.744,Hot,Designer,11028
53,Q*DO[6]EKX, 63.049,Hot,Electrician,8153
17,X*ZU[5]DWI,  4.349,Hot,Accountant,6972
24,S*FS[2]UPU, 84.112,Cold,PA,11774
46,G*JB[2]KZG, 84.967,Cold,PA,11904
47,P*GP[6]ILB, 86.231,Hot,Secretary,11132
52,P*LL[9]BPG, 81.910,Hot,Labourer,7950
32,Y*T[7]AAQ, 78.708,Cold,Electrician,2190
32,P*YK[8]DKF, 15.024,Hot,Programmer,8191
53,Q*ZQ[9]JDF, 14.618,Cold,Tester,9242
46,Y*LG[7]PRW, 58.419,Cold,Developer,11354
44,Z*QI[7]BWP,109.077,Cold,Labourer,11685
44,C*HO[9]HFT, 83.552,Hot,Tester,3207
44,Y*JG[8]OCX, 22.301,Cold,Plumber,10524
6,T*CK[7]ECH, 23.429,Cold,Tester,9742
52,U*PV[3]ZCI, 22.648,Cold,Programmer,2336
46,S*SI[8]EDX, 12.614,Hot,Programmer,3263
14,Y*MA[0]OZT,108.286,Hot,Plumber,6178
37,D*JL[4]AOB, 22.270,Cold,Secretary,8953
12,P*OY[1]PNK,119.659,Cold,Tester,8949
39,R*SS[8]XCB, 89.475,Cold,Cleaner,10572
43,Y*PO[1]KXH, 15.110,Cold,Programmer,5263
40,Q*MX[5]LVS, 36.465,Cold,Cleaner,11492
51,R*DQ[2]PEG, 40.290,Cold,Plumber,9178
41,O*TV[9]RWU,106.853,Hot,Manager,9337
46,N*VV[8]YYK, 72.054,Cold,Accountant,10251
18,L*ZK[0]KJI, 18.607,Cold,Manager,10728
20,G*ZP[4]FWJ, 52.046,Hot,Electrician,8902
41,S*QV[6]QOF,109.799,Cold,Programmer,3314
35,H*ER[9]DHD,116.245,Cold,Cleaner,2045
41,V*XY[5]WEP, 32.594,Hot,Accountant,6220
53,S*NP[3]OVT, 54.220,Hot,Programmer,488
47,W*AJ[9]IPW,  5.873,Hot,Secretary,4195
34,X*VN[4]LLC, 36.580,Hot,Cleaner,11142
41,Z*OFe1]GXU, 63.630,Hot,Driver,11914
51,S*RS[0]XVZ,107.288,Hot,Tester,9685
53,T*EV[3]IHP, 52.381,Hot,Leader,8242
40,I*DC[3]FYW, 65.182,Hot,Plumber,11121
50,A*PYl1]EQP, 66.559,Cold,Driver,11717
42,K*ZO[4]PUF, 52.970,Cold,Co-ordinator,5190
40,G*LV[3]WHA, 46.367,Cold,Programmer,11404
12,H*EK[9]KJC, 57.478,Hot,Leader,5778
39,Y*PN[4]LEZ, 30.792,Hot,PA,190
39,E*YM[0]JNB, 74.245,Hot,Co-ordinator,5993
7,M*8U[5]NFR, 15.933,Cold,Labourer,8939
53,I*FJ[0]KIY, 30.889,Hot,Co-ordinator,11575
42,S*ZV[6]SNV,116.034,Hot,Manager,10588
30,K*OH[2]WFE, 78.421,Cold,Labourer,11358
52,V*HM[6]SUK, 76.185,Cold,PA,8033
33,B*MF[7]UKT,101.279,Cold,Salesman,3890
54,R*GS[6]QNH, 32.947,Cold,Labourer,11405
41,M*YM[8]TRT,111.558,Hot,Co-ordinator,1847
21,Z*NT[1]JFA, 63.153,Cold,Programmer,10458
42,T*DC[2]PTD, 16.210,Cold,Electrician,11639
41,L*JB[6]FVC, 84.942,Hot,PA,8087
21,QqCH[0]VAW, 29.409,Hot,Electrician,8721
8,V*EP[5]JCW, 22.026,Hot,Manager,10654
34,M*RL[0]OMM, 64.949,Cold,Developer,5821
40,Q*KZ[4]VMC, 77.299,Hot,Plumber,8260
52,Q*UQ[0]IGQ, 13.402,Hot,Manager,3529
39,G*ZG[6]QCZ, 81.501,Hot,PA,8274
47,G*JH[8]ZXY, 44.138,Cold,Leader,10156
16,L*DMX[5]WFG, 87.190,Hot,Secretary,11361
43,G*TF[0]BUN, 87.087,Cold,Programmer,4437
53,C*XQ[0]EXJ, 78.317,Cold,Electrician,10039
49,L*CP[3]VMP, 53.226,Cold,Electrician,11648
25,X*OK[0]FTG,109.163,Cold,Manager,9723
45,F*DJ[4]AVX, 19.833,Hot,Co-ordinator,995
54,Y*RJ[3]FOF, 43.568,Cold,Director,11811
54,P*OC[4]ATC, 49.461,Cold,PA,4285
44,S*BW[2]LWT, 53.792,Cold,Labourer,8730
